,intellij-community_methodnaming,is_anomaly
739,test_merge_with_unmerged_files_in_first_repo_should_show_notification,1
740,test_merge_with_unmerged_files_in_second_repo_should_propose_to_rollback,1
741,test_rollback_merge_should_reset_merge,1
742,test_deny_rollback_merge_should_leave_as_is,1
743,test_checkout_in_detached_head,1
744,test_checkout_to_common_branch_when_branches_have_diverged,1
745,test_rollback_checkout_from_diverged_branches_should_return_to_proper_branches,1
746,isVersionGE_1_5,1
747,isVersionGE_1_7,1
748,test_Wrap_On_Method_Parameter_Declaration,1
749,test_Do_Not_Wrap_On_Nested_Call_Arguments_If_Not_Needed,1
750,test_PlaceOnNewLineParenth_DoNotWork_IfLineNotExceedsRightMargin,1
751,test_WrapIfLong_ActivatesPlaceNewLineAfterParenthesis,1
752,test_WrapIfLong_On_Second_Parameter_ActivatesPlaceNewLineAfterParenthesis,1
753,test_LParen_OnNextLine_IfWrapped,1
754,test_RParen_OnNextLine_IfWrapped,1
755,test_ChainedCalls_FirstOnNewLine,1
756,test_ChainedCalls_NoWrapOnSingleCall,1
757,test_TryWithResource_NextLineIfWrapped,1
758,test_KeepSimpleLambdasInOneLine,1
759,FFmulX,1
760,inv_mcol,1
761,_testStaticInstanceInitializers,1
762,_testContainsPredicate,1
763,TO_TYPE,1
764,TO_TEXT,1
765,TO_RANGE,1
766,_getReady,1
767,_select,1
768,_select,1
769,_select,1
770,_expand,1
771,_expand,1
772,_remapNodeActions,1
773,_addNodeAction,1
774,OurEnum,1
775,testRelativePathCompletion_2,1
776,disabled_testReorderingOldestShouldDoNothing,1
777,disabled_testReorderingOneCommit,1
778,disabled_testReorderingTwoCommits,1
779,IDEA16027,1
780,testIndexOf_1,1
781,testIndexOf_2,1
782,testIndexOf_3,1
783,FooBarrrrrr,1
784,FooBarrrr,1
785,testHtml5_2,1
786,FooBarrrrrr,1
787,FooBarrrr,1
788,_getGraphics,1
789,assure_foo_is_never_null,1
790,testStress2_Performance,1
791,_computeSelectedLabelShape,1
792,_testLambdaExercise,1
793,testIDEA127275_,1
794,getProject_id,1
795,setProject_id,1
796,getIs_public,1
797,setIs_public,1
798,getFilter_string,1
799,setFilter_string,1
800,_testLexerPerformance1,1
801,_testLexerPerformance2,1
802,_testPerformance1,1
803,_testReparsePerformance,1
804,_testPerformance2,1
805,m9_1,1
806,m9_2,1
807,m9_3,1
808,m9_4,1
809,_testChainedFluentIterableWithOf,1
810,_testAppend,1
811,MyException,1
812,TRUE,1
813,FALSE,1
814,METHOD,1
815,_locateToken,1
816,DoBar,1
817,DoBar,1
818,DoBar,1
819,EditorImpl,1
820,ARG_WRAPPER_COMPUTER,1
821,empty_array,1
822,B,1
823,test_rebase_with_conflicts_while_being_on_detached_HEAD,1
824,test_remote_reference_without_remote,1
825,test_detached_HEAD,1
826,test_no_local_branches,1
827,test_tracking_remote_with_complex_name,1
828,test_fresh_repository_is_on_branch,1
829,Inner,1
830,_addTestOrSuite,1
831,testKeywords_2,1
832,getFoo$,1
833,setFoo$,1
834,getProgressStatus_Text,1
835,Foo,1
836,Foo,1
837,_addRequest,1
838,_add,1
839,format_long_rev,1
840,unescape_cyrillic,1
841,testPresentation_TestNotRun,1
842,testPresentation_TestInProgress,1
843,testPresentation_TestFailure,1
844,testPresentation_TestPassed,1
845,testPresentation_TestError,1
846,testPresentation_TestTerminated,1
847,testValueOf_Test,1
848,testValueOf_Suite,1
849,testPresentation_SuiteNotRun,1
850,testPresentation_SuiteEmpty,1
851,testPresentation_SuiteTestProgress,1
852,testPresentation_SuiteTestPassed,1
853,testPresentation_SuiteTestFailed,1
854,testPresentation_SuiteTestError,1
855,testPresentation_SuiteTerminated,1
856,testPresentation_SuiteTerminated_WithResults,1
857,testPresentation_SuiteStarted_DifferentResults,1
858,testPresentation_SuitePassed,1
859,testPresentation_SuiteFailed,1
860,testPresentation_SuiteError,1
861,testCaretPositionPreserved_WhenOnSameLineWithWhiteSpacesOnly,1
862,testCaretPositionPreserved_WhenSomeFormattingNeeded,1
863,testCaretLineAndPositionPreserved_WhenBracketOnNextLineWillBeFormatted,1
864,test_init_with_tagged_branch,1
865,test_refresh_with_new_tagged_branch,1
866,test_refresh_when_new_tag_moved,1
867,test_new_tag_on_old_commit,1
868,test_all_log_with_tagged_branch,1
869,test_get_current_user,1
870,test_dont_report_origin_HEAD,1
871,test_support_equally_named_branch_and_tag,1
872,test_filter_by_branch,1
873,test_filter_by_branch_and_user,1
874,fill_buffer,1
875,internal_read,1
876,_testWithKeyword,1
877,_testSavingAllDocumentBeforeReimport,1
878,testNoReformatOn_DeletionModification,1
879,_execute,1
880,_computeConstantValue,1
881,testSCR6491_1,1
882,testSCR6491_2,1
883,Field,1
884,test_do_wrap_on_asterisks,1
885,test_wrap_after_asterisks,1
886,test_strange_comment,1
887,test_incomplete_javadoc,1
888,test_PreserveExistingSelfClosingTags_AndGenerateOnlyPTag,1
889,test_DoNotTouch_SingleLineComments,1
890,test_Keep_P_Tags,1
891,test_Touch_Nothing_Inside_Pre_Tag,1
892,changeFile_A_AndCommitInRemoteRepository,1
893,testConfig_object,1
894,testStub_field1,1
895,testStub_method1,1
896,file_untracked_txt,1
897,new_committed_file,1
898,commit_on_branch,1
899,error_notification_is_shown,1
900,no_notification_is_shown,1
901,new_committed_files_file_txt_a_txt_b_txt_with_initial_content,1
902,_addImport,1
903,testSupportedXslt10_Loaded,1
904,testSupportedSimplifiedXslt_Loaded,1
905,testUnsupportedXsltNoVersion_Loaded,1
906,testUnsupportedNoXslt_Loaded,1
907,testUnsupportedNoXslt2_Loaded,1
908,_storePaths,1
909,_addTimerListener,1
910,_removeTimerListener,1
911,H,1
912,getDefault_edge,1
913,_requestFocus,1
914,$$$setupUI$$$,1
915,testModifyLineAndExitApplication_ShouldStripEvenWhenCaretIsAtTheChangedLine,1
916,testModifyLine_Save_MoveCaret_SaveAgain_ShouldStrip,1
917,testDisableStrip_Modify_Save_EnableOnModifiedLines_Modify_Save_ShouldStripModifiedOnly,1
918,testDoNotStripModifiedLines_And_EnsureBlankLineAtTheEnd_LeavesWhitespacesAtTheEndOfFileAlone,1
919,testDelete_LockedFile,1
920,getUser_id,1
921,setUser_id,1
922,getOs_build,1
923,setOs_build,1
924,A,1
925,testReportConstantReferences_OverloadedCall,1
926,_testSymmetricUncheckedCast,1
927,_testNullCheckBeforeInstanceof,1
928,_initOperationDesc1,1
929,_initOperationDesc2,1
930,_initOperationDesc3,1
931,_initOperationDesc4,1
932,_initOperationDesc5,1
933,_initOperationDesc6,1
934,_initOperationDesc7,1
935,mc_version,1
936,mc_enum_status,1
937,mc_enum_priorities,1
938,mc_enum_severities,1
939,mc_enum_reproducibilities,1
940,mc_enum_projections,1
941,mc_enum_etas,1
942,mc_enum_resolutions,1
943,mc_enum_access_levels,1
944,mc_enum_project_status,1
945,mc_enum_project_view_states,1
946,mc_enum_view_states,1
947,mc_enum_custom_field_types,1
948,mc_enum_get,1
949,mc_issue_exists,1
950,mc_issue_get,1
951,mc_issue_get_biggest_id,1
952,mc_issue_get_id_from_summary,1
953,mc_issue_add,1
954,mc_issue_update,1
955,mc_issue_set_tags,1
956,mc_issue_delete,1
957,mc_issue_note_add,1
958,mc_issue_note_delete,1
959,mc_issue_note_update,1
960,mc_issue_relationship_add,1
961,mc_issue_relationship_delete,1
962,mc_issue_attachment_add,1
963,mc_issue_attachment_delete,1
964,mc_issue_attachment_get,1
965,mc_project_add,1
966,mc_project_delete,1
967,mc_project_update,1
968,mc_project_get_id_from_name,1
969,mc_project_get_issues,1
970,mc_project_get_issue_headers,1
971,mc_project_get_users,1
972,mc_projects_get_user_accessible,1
973,mc_project_get_categories,1
974,mc_project_add_category,1
975,mc_project_delete_category,1
976,mc_project_rename_category_by_name,1
977,mc_project_get_versions,1
978,mc_project_version_add,1
979,mc_project_version_update,1
980,mc_project_version_delete,1
981,mc_project_get_released_versions,1
982,mc_project_get_unreleased_versions,1
983,mc_project_get_attachments,1
984,mc_project_get_custom_fields,1
985,mc_project_attachment_get,1
986,mc_project_attachment_add,1
987,mc_project_attachment_delete,1
988,mc_project_get_all_subprojects,1
989,mc_filter_get,1
990,mc_filter_get_issues,1
991,mc_filter_get_issue_headers,1
992,mc_config_get_string,1
993,mc_issue_checkin,1
994,mc_user_pref_get_pref,1
995,mc_user_profiles_get_all,1
996,mc_tag_get_all,1
997,mc_tag_add,1
998,mc_tag_delete,1
999,_requestDefaultFocus,1
1000,IDEA16027,1
1001,AnonymousClasses,1
1002,MethodNameSameAsClassNameConvention,1
1003,_updateFilters,1
1004,_testClassReplacement10,1
1005,_testClassReplacement2,1
1006,new_doIt,1
1007,FOO2,1
1008,testClass2_1,1
1009,MyException,1
1010,internal_write,1
1011,internal_write,1
1012,_testAdditionalClasspathElementsInTests,1
1013,testEntityRefCompletion_2,1
1014,testDoNotSuggestTagsFromOtherNsInXslt_2,1
1015,testDoNotSuggestTagsFromOtherNsInXslt_3,1
1016,_testIDEADEV_32773,1
1017,_setSizeForLocation,1
1018,_emptyList,1
1019,testRare_1,1
1020,testRare_2,1
1021,test_initialize_shows_short_history,1
1022,test_first_refresh_reports_full_history,1
1023,test_first_refresh_waits_for_full_log,1
1024,test_refresh_captures_new_commits,1
1025,test_single_refresh_causes_single_data_read,1
1026,test_reinitialize_makes_refresh_cancelled,1
1027,test_two_immediately_consecutive_refreshes_causes_only_one_data_pack_update,1
1028,_performAction,1
1029,_performAction,1
1030,MyException,1
1031,MyException,1
1032,production_table,1
1033,action_table,1
1034,reduce_table,1
1035,init_actions,1
1036,do_action,1
1037,start_state,1
1038,start_production,1
1039,EOF_sym,1
1040,error_sym,1
1041,user_init,1
1042,report_error,1
1043,report_fatal_error,1
1044,CUP$LexParse$do_action,1
1045,_testFilesCopiedToTwoDifferentPlacesInArtifact,1
1046,Main,1
1047,Main,1
1048,_handleSelect,1
1049,_generate,1
1050,getContent_type,1
1051,setContent_type,1
1052,getDate_submitted,1
1053,setDate_submitted,1
1054,getDownload_url,1
1055,setDownload_url,1
1056,getUser_id,1
1057,setUser_id,1
1058,_report,1
1059,_report,1
1060,_report,1
1061,_report,1
1062,DoubleTypeCompletion,1
1063,_isReachableFrom,1
1064,_process,1
1065,_testReimportExported,1
1066,_testImportPackageIntoSelf,1
1067,_testImplicitFromImport,1
1068,IDEA16027,1
1069,String,1
1070,String,1
1071,String,1
1072,String,1
1073,String,1
1074,String,1
1075,String,1
1076,String,1
1077,String,1
1078,String,1
1079,String,1
1080,String,1
1081,String,1
1082,String,1
1083,Y,1
1084,Inner,1
1085,testHtml5_1,1
1086,testHtml5_2,1
1087,testHtml5_3,1
1088,testHtml5_4,1
1089,testHtml5_5,1
1090,testHtml5_6,1
1091,testHtml5_7,1
1092,testHtml5_8,1
1093,testHtml5_9,1
1094,testHtml5_10,1
1095,testHtml5_11,1
1096,testHtml5_12,1
1097,testHtml5_13,1
1098,testHtml5_14,1
1099,testHtml5_15,1
1100,testHtml5_16,1
1101,testHtml5_17,1
1102,testHtml5_overwritten_attributes,1
1103,Configuration,1
1104,A,1
1105,_setFocused,1
1106,_performEditorAction,1
1107,_testThreadLocalProducerSuper,1
1108,_accept,1
1109,getTotal_results,1
1110,setTotal_results,1
1111,_handleSelect,1
1112,_splitText,1
1113,ID,1
1114,testPrintTestProxy_Order,1
1115,testSetPrintListener_ForExistingChildren,1
1116,testSetPrintListener_OnNewChild,1
1117,testProcessor_OnTestStdOutput,1
1118,testProcessor_OnTestStdErr,1
1119,testProcessor_OnTestMixedStd,1
1120,testProcessor_OnFailure,1
1121,testProcessor_OnFailure_EmptyStacktrace,1
1122,testProcessor_OnFailure_Comparision_Strings,1
1123,testProcessor_OnFailure_Comparision_MultilineTexts,1
1124,testProcessor_OnError,1
1125,testProcessor_OnErrorMsg,1
1126,testProcessor_Suite_OnErrorMsg,1
1127,testProcessor_OnIgnored,1
1128,testProcessor_OnIgnored_WithStacktrace,1
1129,testOnUncapturedOutput_BeforeProcessStarted,1
1130,testOnUncapturedOutput_BeforeFirstSuiteStarted,1
1131,testOnUncapturedOutput_SomeSuite,1
1132,testOnUncapturedOutput_SomeTest,1
1133,$$$setupUI$$$,1
1134,$$$getRootComponent$$$,1
1135,_2,1
1136,_testDoubleOpenCurly,1
1137,testNotificationShownOnEnter_WhenIndentDetected,1
1138,test_DoNotNotify_IfIndentDetected_AndNotificationDisabled,1
1139,testNoNotification_WhenNothingDetected,1
1140,_setRefSize,1
1141,_withText,1
1142,_testBytesLiteral,1
1143,сopy,1
1144,_processXmlElements,1
1145,_testLongLine,1
1146,testClassShouldNotAppearWithoutEvents_WithPsi,1
1147,testClassShouldNotAppearWithoutEvents_WithoutPsi,1
1148,testClassShouldNotDisappearWithoutEvents_NoDocument,1
1149,testClassShouldNotAppearWithoutEvents_NoPsiDirectory,1
1150,testClassShouldNotAppearWithoutEvents_NoPsiGrandParentDirectory,1
1151,testClassShouldNotDisappearWithoutEvents_VirtualFileDeleted,1
1152,testClassShouldNotDisappearWithoutEvents_ParentVirtualDirectoryDeleted,1
1153,testVirtualFileRename_WithPsi,1
1154,testIdeaDev41005_Inheritance,1
1155,testIdeaDev41005_Sibling,1
1156,testIdeaDev41005_SiblingUnderInheritance,1
1157,_findClass,1
1158,_defineClass,1
1159,_getResource,1
1160,test_char_0001_in_commit_message,1
1161,test_char_0003_in_commit_message,1
1162,_test_both_chars_0001_and_0003_in_commit_message,1
1163,test_char_0001_twice_in_commit_message,1
1164,test_old_refs_format,1
1165,test_new_refs_format,1
1166,_getSuperSize,1
1167,_testAnonymousMatcher2,1
1168,testChangeImplementationClass_InCollection,1
1169,_performAction,1
1170,_performAction,1
1171,_testBlockNavigation,1
1172,getView_state,1
1173,setView_state,1
1174,getDate_submitted,1
1175,setDate_submitted,1
1176,getLast_modified,1
1177,setLast_modified,1
1178,getTime_tracking,1
1179,setTime_tracking,1
1180,getNote_type,1
1181,setNote_type,1
1182,getNote_attr,1
1183,setNote_attr,1
1184,_execute,1
1185,RECURSE,1
1186,testAnnotationParameters_DoNotWrap,1
1187,testAnnotationParameters_ChopDownIfLong,1
1188,testAnnotationParameters_WrapAlways,1
1189,Ping,1
1190,_init,1
1191,_testChainsWithIndependentCallings,1
1192,_testInnerClasses,1
1193,JAVADOC_ME,1
1194,NoWrappingAllowed,1
1195,_getOrCreateProblemsHolder,1
1196,old_minimize,1
1197,getView_state,1
1198,setView_state,1
1199,getLast_updated,1
1200,setLast_updated,1
1201,getOs_build,1
1202,setOs_build,1
1203,getDate_submitted,1
1204,setDate_submitted,1
1205,getSponsorship_total,1
1206,setSponsorship_total,1
1207,getFixed_in_version,1
1208,setFixed_in_version,1
1209,getTarget_version,1
1210,setTarget_version,1
1211,getSteps_to_reproduce,1
1212,setSteps_to_reproduce,1
1213,getAdditional_information,1
1214,setAdditional_information,1
1215,getCustom_fields,1
1216,setCustom_fields,1
1217,getDue_date,1
1218,setDue_date,1
1219,WithMistake,1
1220,$$$setupUI$$$,1
1221,test_me_properly,1
1222,_testJavadocMethodParams,1
1223,testSpaceAfterClosingAngleBracket_InTypeArgument,1
1224,testSpaceBeforeOpeningAngleBracket_InTypeParameter,1
1225,testClassObjectAccessExpression_BeforeDot,1
1226,testClassObjectAccessExpression_AfterDot,1
1227,testMultipleFieldDeclaration_InAnonymousClass,1
1228,testSpace_BeforeSemicolon_InsideFor,1
1229,testSpace_BeforeSemicolon_InsideFor_IfSpacesWithinForIsOn,1
1230,_processMouseMotionEvent,1
1231,_processMouseEvent,1
1232,getMax_group_len,1
1233,getMin_group_len,1
1234,getPref_group_len,1
1235,_testAlignInNestedCallInWith,1
1236,_testIndentInNestedCall,1
1237,testDoNotDestroyAlignment_OnPostponedFormatting,1
1238,test$BuckClass,1
1239,testBuckClass$,1
1240,testMiddle$Buck,1
1241,_addToRecompiled,1
1242,_addToRecompiled,1
1243,m_void,1
1244,_Void,1
1245,_select,1
1246,_select,1
1247,_addListener,1
1248,testGetCachedDocument_Cached,1
1249,testGetCachedDocument_NotCached,1
1250,testGetDocument_CreateNew,1
1251,testGetDocument_CreateNew_ReadOnly,1
1252,testGetDocument_ReturnCachedValueTwice,1
1253,testGetDocument_CreatesNewAfterGCed,1
1254,testGetUnsavedDocuments_NoDocuments,1
1255,testGetUnsavedDocuments_CreatedDocument,1
1256,testGetUnsavedDocuments_ModifiedDocument,1
1257,testGetUnsavedDocuments_afterSaveAllDocuments,1
1258,testGetUnsavedDocuments_afterSaveDocuments,1
1259,testGetUnsavedDocuments_afterSaveDocumentWithProblems,1
1260,testUnsavedDocument_DoNotGC,1
1261,testUnsavedDocument_GcAfterSave,1
1262,testSaveDocument_DocumentWasNotChanged,1
1263,testSaveDocument_DocumentWasChanged,1
1264,testSaveAllDocuments_DocumentWasChanged,1
1265,testContentChanged_noDocument,1
1266,testContentChanged_documentPresent,1
1267,testContentChanged_ignoreEventsFromSelf,1
1268,testContentChanged_ignoreEventsFromSelfOnSave,1
1269,testContentChanged_reloadChangedDocument,1
1270,testContentChanged_DoNotReloadChangedDocument,1
1271,testSaveDocument_DoNotSaveIfModStampEqualsToFile,1
1272,_testContentChanged_reloadChangedDocumentOnSave,1
1273,testContentChanged_doNotReloadChangedDocumentOnSave,1
1274,NFASize,1
1275,testTHashMap_Entry,1
1276,_getShortcuts,1
1277,_testYieldAsArgument,1
1278,testProgressText_UnsetTotal,1
1279,testProgressText_Category,1
1280,testFormatTestProxyTest_NewTest,1
1281,testFormatTestProxyTest_NewTestPaused,1
1282,testFormatTestProxyTest_Started,1
1283,testFormatTestProxyTest_StartedAndPaused,1
1284,testFormatTestProxyTest_StartedAndPaused_WithErrors,1
1285,testFormatTestProxyTest_Passed,1
1286,testFormatTestProxyTest_Failed,1
1287,testFormatTestProxyTest_Failed_WithErrors,1
1288,testFormatTestProxyTest_Error,1
1289,testFormatTestProxyTest_Error_WithErrors,1
1290,testFormatTestProxyTest_Ignored,1
1291,testFormatTestProxyTest_Ignored_WithErrors,1
1292,testFormatTestProxyTest_Terminated,1
1293,testFormatTestProxyTest_TerminatedWithErrors,1
1294,testFormatTestProxyTest_WithCriticalErrors,1
1295,testFormatTestProxyTest_WithErrors_LegacyApi,1
1296,testFormatTestProxyTest_WithNoncriticalErrors,1
1297,testFormatRootNodeWithChildren_Started,1
1298,testFormatRootNodeWithChildren_Failed,1
1299,testFormatRootNodeWithChildren_Failed_WithErrors,1
1300,testFormatRootNodeWithChildren_Error,1
1301,testFormatRootNodeWithChildren_Ignored,1
1302,testFormatRootNodeWithChildren_Ignored_WithErrors,1
1303,testFormatRootNodeWithChildren_Passed,1
1304,testFormatRootNodeWithChildren_Passed_WithErrors,1
1305,testFormatRootNodeWithChildren_Terminated,1
1306,testFormatRootNodeWithChildren_Terminated_WithErrors,1
1307,testFormatRootNodeWithChildren_TerminatedAndFinished,1
1308,testFormatRootNodeWithChildren_Passed_StartShutdownErrors,1
1309,testFormatRootNodeWithoutChildren_Started,1
1310,testFormatRootNodeWithoutChildren_ReporterRegistered,1
1311,testFormatRootNodeWithoutChildren_ReporterNotRegistered,1
1312,testFormatRootNodeWithoutChildren_Terminated,1
1313,testFormatRootNodeWithoutChildren_PY_2434,1
1314,testGetTestStatusPresentation_NotRun,1
1315,testGetTestStatusPresentation_Progress,1
1316,testGetTestStatusPresentation_Passed,1
1317,testGetTestStatusPresentation_Failed,1
1318,testGetTestStatusPresentation_TestError,1
1319,testGetTestStatusPresentation_TestIgnored,1
1320,testGetTestStatusPresentation_Terminated,1
1321,testListModelMerge5_1,1
1322,testListModelMerge5_2,1
1323,testJSON_with_comment,1
1324,m11_1,1
1325,m11_2,1
1326,m11_3,1
1327,m11_4,1
1328,testEnterInsideAnnotationParameters_AfterNameValuePairBeforeLparenth,1
1329,testEnter_BetweenChainedMethodCalls,1
1330,testEnter_BetweenAlignedChainedMethodCalls,1
1331,ID,1
1332,testSCR9467_1,1
1333,_testExtractFromTryFinally2,1
1334,add_space_before_email_in_brackets,1
1335,add_brackets,1
1336,no_correction_needed,1
1337,correction_not_possible,1
1338,B,1
1339,testLineBreaks_ServiceMessage,1
1340,testLineBreaks_NormalOutput,1
1341,testLineBreaks_OutptutAndCommands,1
1342,testLineBreaks_AutoSplitIfProcessHandlerDoestSupportIt,1
1343,$$$setupUI$$$,1
1344,test_tracked_remote_branch_is_more_important_than_its_local_branch,1
1345,test_tracked_remote_branch_is_more_important_than_any_local_branch,1
1346,test_untracked_remote_branch_is_less_important_than_any_local_branch,1
1347,test_master_is_more_important_than_other_local_branches,1
1348,test_origin_master_is_more_important_than_other_remote_branches,1
1349,test_local_branch_is_more_important_than_tag,1
1350,test_two_local_non_tracking_branches_are_compared_lexicographically,1
1351,test_tracking_local_branch_is_more_important_than_nontracking_local_branch,1
1352,test_two_remote_non_tracking_branches_are_compared_lexicographically,1
1353,test_local_branch_is_more_important_than_HEAD,1
1354,test_tag_is_more_important_than_HEAD,1
1355,_getBusy,1
1356,_addToMap,1
1357,Main,1
1358,_getActiveWindow,1
1359,getCompression_algorithms_client_to_server,1
1360,getCompression_algorithms_server_to_client,1
1361,getEncryption_algorithms_client_to_server,1
1362,getEncryption_algorithms_server_to_client,1
1363,isFirst_kex_packet_follows,1
1364,getKex_algorithms,1
1365,getLanguages_client_to_server,1
1366,getLanguages_server_to_client,1
1367,getMac_algorithms_client_to_server,1
1368,getMac_algorithms_server_to_client,1
1369,getReserved_field1,1
1370,getServer_host_key_algorithms,1
1371,getTarget_id,1
1372,setTarget_id,1
1373,dontWarnWhenDoubleChecked_This_Synchronized,1
1374,dontWarnWhenDoubleChecked_This_WithMethodCall,1
1375,test_single_success,1
1376,test_pushed_new_branch,1
1377,test_force_pushed,1
1378,test_success_and_fail,1
1379,test_success_and_reject,1
1380,test_success_with_update,1
1381,test_success_and_resolved_conflicts,1
1382,test_commits_and_tags,1
1383,test_nothing,1
1384,test_only_tags,1
1385,test_two_repo_with_tags,1
1386,test_two_tags,1
1387,current_position_,1
1388,recursion_guard_,1
1389,empty_element_parsed_guard_,1
1390,invalid_left_marker_guard_,1
1391,create_token_set_,1
1392,enter_section_,1
1393,exit_section_,1
1394,enter_section_,1
1395,enter_section_,1
1396,enter_section_,1
1397,enter_section_impl_,1
1398,exit_section_,1
1399,exit_section_,1
1400,exit_section_impl_,1
1401,close_frame_impl_,1
1402,close_marker_impl_,1
1403,report_error_,1
1404,report_error_,1
1405,adapt_builder_,1
1406,adapt_builder_,1
1407,_doLoadDictionaryAsync,1
1408,Inner,1
1409,_assertNotNull,1
1410,FooBarrrrrr,1
1411,FooBarrrr,1
1412,testIdeadev2328_2,1
1413,ID,1
1414,testHighlightStatus_MockDomInspection,1
1415,testHighlightStatus_MockAnnotatingDomInspection,1
1416,testHighlightStatus_OtherInspections,1
1417,testHighlightStatus_OtherInspections2,1
1418,testCount_UnSet,1
1419,testOnTestStart_ChangeTotal,1
1420,testOnFinishTesting_EndTime,1
1421,testRuby_1767,1
1422,testCustomProgress_General,1
1423,testCustomProgress_MixedMde,1
1424,testCustomProgress_EmptySuite,1
1425,testCustomProgress_Failure,1
1426,testProgressBar_Ignored,1
1427,testCustomProgress_Terminated,1
1428,testCustomProgress_NotRun,1
1429,testCustomProgress_NotRun_ReporterAttached,1
1430,testCustomProgress_Terminated_SmthFailed,1
1431,testCustomProgress_UnSetCount,1
1432,testCustomProgress_IncreaseCount,1
1433,testCustomProgress_IncreaseCount_MixedMode,1
1434,testCustomProgress_MentionedCategories_CategoryWithoutName,1
1435,testCustomProgress_MentionedCategories_DefaultCategory,1
1436,testCustomProgress_MentionedCategories_OneCustomCategory,1
1437,testCustomProgress_MentionedCategories_SeveralCategories,1
1438,testCustomProgress_MentionedCategories,1
1439,testContinuationIndents_DoNotCount,1
1440,testContinuationIndent_JsonLiteral,1
1441,testContinuationIndents_InMethodParameters_DoNotCount,1
1442,_findImplementingClasses,1
1443,_i,1
1444,_getCachedSemElements,1
1445,Inner,1
1446,bound_argument,1
1447,testDoNotAddGroovySpecificGeneratedSourcesForGMaven_1_2,1
1448,testStable_Revalidate,1
1449,testStable_Invalidate,1
1450,_getObject,1
1451,a_ic_m2,1
1452,FooBarrrrrr,1
1453,FooBarrrr,1
1454,Switch,1
1455,symbol_countUpdate,1
1456,next_token,1
1457,debug_next_token,1
1458,LESS_THAN,1
1459,LESS_THAN_MOD,1
1460,UP_TO,1
1461,testCommentBeforeProlog_2,1
1462,testComplexSchemaValidation14_2,1
1463,testComplexSchemaValidation7_,1
1464,_processMouseMotionEvent,1
1465,_processMouseEvent,1
1466,OR,1
1467,AND,1
1468,getContent_type,1
1469,setContent_type,1
1470,getDate_submitted,1
1471,setDate_submitted,1
1472,getDownload_url,1
1473,setDownload_url,1
1474,getUser_id,1
1475,setUser_id,1
1476,testSmartFinish_IDEADEV_29628,1
1477,_doTestCompletion,1
1478,_doTest,1
1479,_execute,1
1480,test_HEAD_is_at_left_from_branch,1
1481,test_tag_is_to_the_right_of_remote_branch,1
1482,test_master_is_to_the_left_of_other_local_branches,1
1483,test_origin_master_is_to_the_left_of_other_remote_branches,1
1484,test_remote_tracking_branch_is_to_the_left_of_other_remote_branches,1
1485,test_complex_1,1
1486,test_complex_2,1
1487,_processComponent,1